,Número de Mesa,Nombre del Cliente,Número de Comensales,Mesero Asignado,Tipo de Servicio,Método de Pago,Propina,Estado de la Mesa,Número de Orden,País de Origen,Platos Ordenados,Fecha de Factura,Hora de Llegada,Hora de Salida,Monto Total,Tiempo de Preparación,Tiempo en la Mesa,Tiempo de Permanencia,Tiempo de Degustación,La Cuenta fue Cobrada
310,6,Cliente_735,4,Mesero_3,Desayuno,Efectivo,39.27,Ocupada,311,Paraguay,"Plato_7, Plato_9",03/04/2023,01:40:00,02:43:00,53,0 days 01:14:00,0 days 01:03:00,0 days 01:18:00,0 days 00:04:00,Si
311,2,Cliente_268,4,Mesero_3,Almuerzo,Tarjeta de crédito,30.89,Reservada,312,Uruguay,"Plato_15, Plato_8",03/04/2023,03:07:00,06:12:00,134,0 days 01:50:00,0 days 03:05:00,0 days 03:05:00,0 days 01:15:00,Si
312,10,Cliente_974,3,Mesero_1,Desayuno,Tarjeta de débito,43.14,Reservada,313,España,"Plato_12, Plato_17, Plato_19, Plato_7",03/04/2023,02:23:00,05:46:00,232,0 days 03:43:00,0 days 03:23:00,0 days 03:23:00,-1 days +23:40:00,No
313,20,Cliente_161,5,Mesero_4,Almuerzo,Tarjeta de débito,32.18,Ocupada,314,Chile,Plato_6,03/04/2023,00:46:00,03:53:00,27,0 days 00:05:00,0 days 03:07:00,0 days 03:22:00,0 days 03:17:00,Si
314,14,Cliente_600,1,Mesero_2,Almuerzo,Tarjeta de crédito,20.6,Libre,315,Chile,"Plato_1, Plato_16, Plato_9, Plato_13",03/04/2023,00:12:00,03:29:00,161,0 days 03:50:00,0 days 03:17:00,0 days 03:17:00,-1 days +23:27:00,No
315,2,Cliente_654,2,Mesero_5,Desayuno,Tarjeta de crédito,31.13,Reservada,316,Perú,"Plato_4, Plato_13, Plato_6, Plato_20",03/04/2023,01:38:00,05:32:00,160,0 days 04:24:00,0 days 03:54:00,0 days 03:54:00,-1 days +23:30:00,No
316,17,Cliente_440,2,Mesero_2,Desayuno,Efectivo,24.55,Libre,317,Uruguay,"Plato_5, Plato_18, Plato_15",03/04/2023,02:25:00,06:16:00,178,0 days 03:02:00,0 days 03:51:00,0 days 03:51:00,0 days 00:49:00,Si
317,13,Cliente_269,3,Mesero_3,Cena,Tarjeta de crédito,10.08,Reservada,318,Venezuela,Plato_9,03/04/2023,03:33:00,05:09:00,29,0 days 00:39:00,0 days 01:36:00,0 days 01:36:00,0 days 00:57:00,Si
318,1,Cliente_12,1,Mesero_1,Almuerzo,Efectivo,30.05,Libre,319,Bolivia,"Plato_15, Plato_8, Plato_20, Plato_17",03/04/2023,00:48:00,03:59:00,268,0 days 03:50:00,0 days 03:11:00,0 days 03:11:00,-1 days +23:21:00,No
319,9,Cliente_294,1,Mesero_3,Almuerzo,Tarjeta de débito,44.02,Reservada,320,España,"Plato_13, Plato_5, Plato_18",03/04/2023,01:30:00,04:17:00,98,0 days 02:54:00,0 days 02:47:00,0 days 02:47:00,-1 days +23:53:00,No
320,18,Cliente_659,5,Mesero_1,Almuerzo,Tarjeta de crédito,23.59,Libre,321,Venezuela,"Plato_16, Plato_5, Plato_14",03/04/2023,02:04:00,04:18:00,141,0 days 03:15:00,0 days 02:14:00,0 days 02:14:00,-1 days +22:59:00,No
321,12,Cliente_47,1,Mesero_2,Cena,Tarjeta de crédito,24.69,Ocupada,322,Ecuador,"Plato_15, Plato_13",03/04/2023,03:41:00,05:47:00,85,0 days 01:08:00,0 days 02:06:00,0 days 02:21:00,0 days 01:13:00,Si
322,8,Cliente_544,1,Mesero_5,Desayuno,Efectivo,44.3,Libre,323,Chile,"Plato_5, Plato_9, Plato_7, Plato_4",03/04/2023,01:23:00,04:19:00,208,0 days 04:41:00,0 days 02:56:00,0 days 02:56:00,-1 days +22:15:00,No
323,9,Cliente_633,6,Mesero_1,Cena,Tarjeta de crédito,21.6,Libre,324,Perú,"Plato_2, Plato_6, Plato_10",03/04/2023,00:43:00,01:51:00,137,0 days 03:26:00,0 days 01:08:00,0 days 01:08:00,-1 days +21:42:00,No
324,18,Cliente_154,1,Mesero_2,Almuerzo,Tarjeta de crédito,32.5,Reservada,325,Perú,"Plato_13, Plato_17, Plato_8, Plato_15",03/04/2023,01:00:00,02:18:00,154,0 days 01:24:00,0 days 01:18:00,0 days 01:18:00,-1 days +23:54:00,No
325,14,Cliente_489,4,Mesero_1,Desayuno,Tarjeta de débito,13.85,Ocupada,326,Perú,"Plato_8, Plato_4, Plato_16",04/04/2023,01:39:00,05:34:00,81,0 days 01:31:00,0 days 03:55:00,0 days 04:10:00,0 days 02:39:00,Si
326,12,Cliente_336,5,Mesero_5,Cena,Tarjeta de crédito,15.08,Reservada,327,Colombia,"Plato_18, Plato_4, Plato_6",04/04/2023,02:59:00,04:36:00,147,0 days 02:20:00,0 days 01:37:00,0 days 01:37:00,-1 days +23:17:00,No
327,4,Cliente_350,3,Mesero_2,Cena,Tarjeta de crédito,13.85,Reservada,328,Chile,Plato_8,04/04/2023,01:44:00,04:07:00,35,0 days 00:21:00,0 days 02:23:00,0 days 02:23:00,0 days 02:02:00,Si
328,13,Cliente_797,1,Mesero_2,Almuerzo,Tarjeta de crédito,38.89,Ocupada,329,Bolivia,"Plato_13, Plato_20, Plato_17, Plato_14",04/04/2023,00:26:00,02:41:00,207,0 days 04:30:00,0 days 02:15:00,0 days 02:30:00,-1 days +22:00:00,No
329,10,Cliente_436,6,Mesero_3,Desayuno,Tarjeta de crédito,32.17,Ocupada,330,Bolivia,"Plato_1, Plato_16, Plato_14, Plato_13",04/04/2023,01:50:00,03:57:00,217,0 days 05:01:00,0 days 02:07:00,0 days 02:22:00,-1 days +21:21:00,No
330,20,Cliente_597,3,Mesero_4,Cena,Tarjeta de débito,36.61,Reservada,331,Paraguay,"Plato_12, Plato_8, Plato_7, Plato_1",04/04/2023,03:06:00,06:17:00,173,0 days 02:53:00,0 days 03:11:00,0 days 03:11:00,0 days 00:18:00,Si
331,6,Cliente_823,1,Mesero_2,Almuerzo,Tarjeta de débito,25.21,Reservada,332,Argentina,Plato_20,04/04/2023,00:14:00,01:29:00,120,0 days 00:51:00,0 days 01:15:00,0 days 01:15:00,0 days 00:24:00,Si
332,6,Cliente_690,1,Mesero_4,Cena,Tarjeta de crédito,13.19,Libre,333,Paraguay,"Plato_19, Plato_4",04/04/2023,03:10:00,04:29:00,72,0 days 01:24:00,0 days 01:19:00,0 days 01:19:00,-1 days +23:55:00,No
333,12,Cliente_216,4,Mesero_1,Desayuno,Tarjeta de crédito,17.5,Libre,334,Argentina,"Plato_13, Plato_14, Plato_7, Plato_2",04/04/2023,02:51:00,06:31:00,173,0 days 04:14:00,0 days 03:40:00,0 days 03:40:00,-1 days +23:26:00,No
334,14,Cliente_546,3,Mesero_4,Almuerzo,Tarjeta de débito,41.56,Libre,335,Brasil,"Plato_2, Plato_16",04/04/2023,01:56:00,03:09:00,114,0 days 02:21:00,0 days 01:13:00,0 days 01:13:00,-1 days +22:52:00,No
335,4,Cliente_524,5,Mesero_2,Cena,Tarjeta de crédito,17.93,Libre,336,Argentina,"Plato_13, Plato_12, Plato_10",04/04/2023,01:35:00,04:51:00,158,0 days 02:30:00,0 days 03:16:00,0 days 03:16:00,0 days 00:46:00,Si
336,11,Cliente_193,2,Mesero_5,Cena,Tarjeta de crédito,19.28,Reservada,337,Brasil,"Plato_7, Plato_16",04/04/2023,01:38:00,04:31:00,100,0 days 02:44:00,0 days 02:53:00,0 days 02:53:00,0 days 00:09:00,Si
337,18,Cliente_794,2,Mesero_5,Almuerzo,Tarjeta de débito,30.62,Reservada,338,Ecuador,"Plato_18, Plato_13, Plato_15, Plato_3",04/04/2023,00:32:00,03:30:00,279,0 days 06:49:00,0 days 02:58:00,0 days 02:58:00,-1 days +20:09:00,No
338,13,Cliente_602,2,Mesero_3,Desayuno,Tarjeta de débito,19.6,Reservada,339,Perú,"Plato_9, Plato_14",04/04/2023,00:00:00,02:01:00,104,0 days 01:32:00,0 days 02:01:00,0 days 02:01:00,0 days 00:29:00,Si
339,15,Cliente_296,1,Mesero_3,Almuerzo,Tarjeta de crédito,38.52,Libre,340,España,"Plato_20, Plato_16",04/04/2023,01:12:00,04:38:00,164,0 days 03:58:00,0 days 03:26:00,0 days 03:26:00,-1 days +23:28:00,No
340,14,Cliente_568,5,Mesero_3,Desayuno,Tarjeta de crédito,47.05,Libre,341,Perú,"Plato_16, Plato_5, Plato_8",04/04/2023,02:05:00,04:19:00,177,0 days 02:18:00,0 days 02:14:00,0 days 02:14:00,-1 days +23:56:00,No
341,19,Cliente_897,5,Mesero_3,Desayuno,Tarjeta de crédito,20.06,Libre,342,Bolivia,"Plato_14, Plato_16",04/04/2023,02:30:00,06:11:00,102,0 days 01:48:00,0 days 03:41:00,0 days 03:41:00,0 days 01:53:00,Si
342,12,Cliente_816,1,Mesero_5,Almuerzo,Tarjeta de crédito,23.01,Ocupada,343,Perú,"Plato_18, Plato_14",04/04/2023,03:56:00,05:45:00,137,0 days 04:05:00,0 days 01:49:00,0 days 02:04:00,-1 days +21:59:00,No
343,15,Cliente_221,3,Mesero_2,Almuerzo,Tarjeta de crédito,33.01,Ocupada,344,Chile,"Plato_8, Plato_17, Plato_15, Plato_5",04/04/2023,00:46:00,02:04:00,183,0 days 02:13:00,0 days 01:18:00,0 days 01:33:00,-1 days +23:20:00,No
344,16,Cliente_755,3,Mesero_4,Almuerzo,Tarjeta de crédito,13.98,Ocupada,345,Chile,Plato_12,04/04/2023,01:18:00,04:19:00,38,0 days 00:36:00,0 days 03:01:00,0 days 03:16:00,0 days 02:40:00,Si
345,1,Cliente_289,5,Mesero_5,Almuerzo,Tarjeta de débito,35.93,Reservada,346,Argentina,Plato_19,04/04/2023,00:40:00,03:56:00,72,0 days 00:44:00,0 days 03:16:00,0 days 03:16:00,0 days 02:32:00,Si
346,7,Cliente_476,4,Mesero_4,Almuerzo,Tarjeta de crédito,48.52,Reservada,347,Chile,Plato_8,04/04/2023,01:49:00,04:34:00,70,0 days 01:28:00,0 days 02:45:00,0 days 02:45:00,0 days 01:17:00,Si
347,16,Cliente_940,2,Mesero_2,Almuerzo,Tarjeta de crédito,30.78,Ocupada,348,Paraguay,"Plato_10, Plato_3",04/04/2023,01:17:00,04:59:00,86,0 days 03:22:00,0 days 03:42:00,0 days 03:57:00,0 days 00:35:00,Si
348,13,Cliente_707,1,Mesero_5,Desayuno,Tarjeta de crédito,40.63,Ocupada,349,Brasil,"Plato_2, Plato_12, Plato_8",04/04/2023,03:48:00,07:31:00,152,0 days 02:04:00,0 days 03:43:00,0 days 03:58:00,0 days 01:54:00,Si
349,2,Cliente_644,6,Mesero_5,Desayuno,Tarjeta de débito,36.21,Reservada,350,Colombia,"Plato_17, Plato_6",04/04/2023,00:35:00,02:59:00,143,0 days 04:35:00,0 days 02:24:00,0 days 02:24:00,-1 days +21:49:00,No
350,1,Cliente_619,6,Mesero_1,Desayuno,Tarjeta de crédito,48.93,Libre,351,Brasil,"Plato_15, Plato_8",04/04/2023,03:52:00,06:09:00,201,0 days 01:15:00,0 days 02:17:00,0 days 02:17:00,0 days 01:02:00,Si
351,1,Cliente_780,3,Mesero_3,Desayuno,Efectivo,17.55,Reservada,352,Paraguay,Plato_11,04/04/2023,00:17:00,02:53:00,99,0 days 00:21:00,0 days 02:36:00,0 days 02:36:00,0 days 02:15:00,Si
352,7,Cliente_833,5,Mesero_5,Cena,Tarjeta de crédito,27.37,Reservada,353,Brasil,"Plato_5, Plato_2, Plato_8, Plato_18",04/04/2023,03:46:00,07:36:00,212,0 days 04:00:00,0 days 03:50:00,0 days 03:50:00,-1 days +23:50:00,No
353,12,Cliente_899,6,Mesero_5,Desayuno,Tarjeta de crédito,29.58,Ocupada,354,Paraguay,"Plato_12, Plato_15, Plato_4, Plato_7",04/04/2023,00:26:00,03:24:00,181,0 days 04:17:00,0 days 02:58:00,0 days 03:13:00,-1 days +22:56:00,No
354,4,Cliente_523,4,Mesero_5,Desayuno,Tarjeta de crédito,30.53,Reservada,355,España,Plato_10,04/04/2023,01:41:00,05:07:00,26,0 days 00:07:00,0 days 03:26:00,0 days 03:26:00,0 days 03:19:00,Si
355,1,Cliente_498,1,Mesero_3,Desayuno,Tarjeta de crédito,28.92,Ocupada,356,Brasil,Plato_4,04/04/2023,00:12:00,02:18:00,36,0 days 00:14:00,0 days 02:06:00,0 days 02:21:00,0 days 02:07:00,Si
356,17,Cliente_470,2,Mesero_3,Desayuno,Tarjeta de débito,26.87,Ocupada,357,Chile,"Plato_1, Plato_3, Plato_6, Plato_5",04/04/2023,01:19:00,04:26:00,168,0 days 02:43:00,0 days 03:07:00,0 days 03:22:00,0 days 00:39:00,Si
357,13,Cliente_827,5,Mesero_5,Cena,Tarjeta de crédito,42.1,Reservada,358,Uruguay,"Plato_10, Plato_4, Plato_3",04/04/2023,02:37:00,05:57:00,166,0 days 06:46:00,0 days 03:20:00,0 days 03:20:00,-1 days +20:34:00,No
358,11,Cliente_92,2,Mesero_2,Almuerzo,Tarjeta de crédito,12.2,Reservada,359,Perú,"Plato_5, Plato_16, Plato_9, Plato_10",04/04/2023,00:41:00,04:10:00,190,0 days 04:31:00,0 days 03:29:00,0 days 03:29:00,-1 days +22:58:00,No
359,16,Cliente_191,3,Mesero_3,Almuerzo,Tarjeta de crédito,39.26,Ocupada,360,Perú,"Plato_13, Plato_2, Plato_10, Plato_15",04/04/2023,01:10:00,04:58:00,233,0 days 04:51:00,0 days 03:48:00,0 days 04:03:00,-1 days +23:12:00,No
360,16,Cliente_183,1,Mesero_2,Cena,Efectivo,41.73,Libre,361,Colombia,"Plato_9, Plato_7",04/04/2023,01:53:00,05:28:00,101,0 days 03:40:00,0 days 03:35:00,0 days 03:35:00,-1 days +23:55:00,No
361,15,Cliente_681,2,Mesero_1,Almuerzo,Tarjeta de crédito,47.21,Libre,362,Uruguay,"Plato_3, Plato_7, Plato_4",04/04/2023,02:03:00,05:59:00,62,0 days 02:03:00,0 days 03:56:00,0 days 03:56:00,0 days 01:53:00,Si
362,5,Cliente_499,2,Mesero_3,Almuerzo,Tarjeta de crédito,49.02,Ocupada,363,Brasil,"Plato_2, Plato_7, Plato_19, Plato_11",04/04/2023,01:46:00,03:29:00,240,0 days 04:51:00,0 days 01:43:00,0 days 01:58:00,-1 days +21:07:00,No
363,15,Cliente_495,2,Mesero_5,Almuerzo,Tarjeta de débito,48.28,Reservada,364,Brasil,"Plato_16, Plato_5, Plato_1, Plato_9",04/04/2023,03:50:00,07:10:00,157,0 days 02:58:00,0 days 03:20:00,0 days 03:20:00,0 days 00:22:00,Si
364,4,Cliente_54,1,Mesero_3,Almuerzo,Efectivo,34.97,Ocupada,365,Chile,Plato_19,04/04/2023,01:03:00,04:33:00,108,0 days 01:15:00,0 days 03:30:00,0 days 03:45:00,0 days 02:30:00,Si
365,17,Cliente_923,5,Mesero_3,Almuerzo,Efectivo,10.57,Reservada,366,Chile,"Plato_6, Plato_8, Plato_20",04/04/2023,01:33:00,04:46:00,239,0 days 03:51:00,0 days 03:13:00,0 days 03:13:00,-1 days +23:22:00,No
366,12,Cliente_453,2,Mesero_3,Cena,Tarjeta de crédito,12.62,Libre,367,Chile,"Plato_10, Plato_9, Plato_3",04/04/2023,00:53:00,03:45:00,101,0 days 01:47:00,0 days 02:52:00,0 days 02:52:00,0 days 01:05:00,Si
367,13,Cliente_14,1,Mesero_1,Desayuno,Tarjeta de débito,37.65,Ocupada,368,Colombia,"Plato_11, Plato_7",04/04/2023,03:24:00,05:33:00,123,0 days 02:55:00,0 days 02:09:00,0 days 02:24:00,-1 days +23:29:00,No
368,20,Cliente_611,2,Mesero_5,Almuerzo,Tarjeta de crédito,34.83,Libre,369,Uruguay,"Plato_17, Plato_14, Plato_16, Plato_10",04/04/2023,02:11:00,05:54:00,242,0 days 01:44:00,0 days 03:43:00,0 days 03:43:00,0 days 01:59:00,Si
369,13,Cliente_666,6,Mesero_3,Almuerzo,Tarjeta de crédito,47.79,Libre,370,Uruguay,Plato_19,04/04/2023,02:20:00,03:23:00,72,0 days 01:06:00,0 days 01:03:00,0 days 01:03:00,-1 days +23:57:00,No
370,4,Cliente_505,3,Mesero_4,Cena,Tarjeta de crédito,32.51,Ocupada,371,Ecuador,"Plato_17, Plato_19, Plato_16, Plato_14",04/04/2023,01:16:00,04:31:00,200,0 days 01:25:00,0 days 03:15:00,0 days 03:30:00,0 days 02:05:00,Si
371,14,Cliente_858,5,Mesero_2,Almuerzo,Tarjeta de crédito,17.17,Reservada,372,Brasil,Plato_4,04/04/2023,02:46:00,06:14:00,36,0 days 00:44:00,0 days 03:28:00,0 days 03:28:00,0 days 02:44:00,Si
372,19,Cliente_882,2,Mesero_5,Desayuno,Tarjeta de débito,26.62,Ocupada,373,Argentina,"Plato_13, Plato_8, Plato_5, Plato_3",04/04/2023,00:37:00,03:11:00,160,0 days 02:31:00,0 days 02:34:00,0 days 02:49:00,0 days 00:18:00,Si
373,18,Cliente_275,3,Mesero_2,Almuerzo,Tarjeta de crédito,33.35,Libre,374,Paraguay,Plato_8,04/04/2023,03:19:00,04:24:00,35,0 days 00:09:00,0 days 01:05:00,0 days 01:05:00,0 days 00:56:00,Si
374,18,Cliente_871,1,Mesero_3,Almuerzo,Tarjeta de crédito,22.3,Reservada,375,España,Plato_17,04/04/2023,00:17:00,03:09:00,93,0 days 01:21:00,0 days 02:52:00,0 days 02:52:00,0 days 01:31:00,Si
375,16,Cliente_183,4,Mesero_1,Almuerzo,Efectivo,27.51,Ocupada,376,Ecuador,Plato_14,04/04/2023,02:53:00,05:12:00,46,0 days 00:10:00,0 days 02:19:00,0 days 02:34:00,0 days 02:24:00,Si
376,5,Cliente_841,1,Mesero_4,Almuerzo,Tarjeta de crédito,14.96,Libre,377,Paraguay,"Plato_18, Plato_15",04/04/2023,01:18:00,04:46:00,100,0 days 00:59:00,0 days 03:28:00,0 days 03:28:00,0 days 02:29:00,Si
377,3,Cliente_789,1,Mesero_1,Almuerzo,Efectivo,40.31,Libre,378,Perú,"Plato_2, Plato_12",04/04/2023,03:55:00,05:18:00,49,0 days 00:21:00,0 days 01:23:00,0 days 01:23:00,0 days 01:02:00,Si
378,4,Cliente_442,2,Mesero_3,Desayuno,Tarjeta de crédito,10.61,Ocupada,379,Chile,Plato_8,04/04/2023,01:31:00,03:57:00,70,0 days 00:12:00,0 days 02:26:00,0 days 02:41:00,0 days 02:29:00,Si
379,5,Cliente_964,1,Mesero_3,Cena,Tarjeta de débito,22.53,Libre,380,Argentina,"Plato_11, Plato_12",04/04/2023,00:58:00,04:33:00,137,0 days 04:04:00,0 days 03:35:00,0 days 03:35:00,-1 days +23:31:00,No
380,4,Cliente_141,1,Mesero_1,Desayuno,Tarjeta de débito,27.69,Libre,381,Uruguay,"Plato_10, Plato_11",04/04/2023,00:57:00,04:32:00,144,0 days 02:09:00,0 days 03:35:00,0 days 03:35:00,0 days 01:26:00,Si
381,20,Cliente_742,6,Mesero_2,Cena,Tarjeta de débito,19.8,Reservada,382,Ecuador,Plato_9,04/04/2023,03:09:00,06:27:00,87,0 days 02:42:00,0 days 03:18:00,0 days 03:18:00,0 days 00:36:00,Si
382,6,Cliente_992,6,Mesero_4,Almuerzo,Tarjeta de crédito,31.33,Libre,383,Chile,Plato_19,04/04/2023,03:29:00,06:33:00,108,0 days 00:27:00,0 days 03:04:00,0 days 03:04:00,0 days 02:37:00,Si
383,1,Cliente_622,5,Mesero_1,Desayuno,Tarjeta de débito,39.32,Reservada,384,Venezuela,"Plato_4, Plato_12, Plato_6",04/04/2023,00:11:00,02:33:00,120,0 days 03:26:00,0 days 02:22:00,0 days 02:22:00,-1 days +22:56:00,No
384,6,Cliente_508,6,Mesero_3,Desayuno,Tarjeta de crédito,11.14,Ocupada,385,España,Plato_2,05/04/2023,03:37:00,06:43:00,60,0 days 00:44:00,0 days 03:06:00,0 days 03:21:00,0 days 02:37:00,Si
385,5,Cliente_436,2,Mesero_4,Almuerzo,Tarjeta de débito,28.96,Ocupada,386,Venezuela,Plato_11,05/04/2023,00:33:00,02:58:00,99,0 days 02:00:00,0 days 02:25:00,0 days 02:40:00,0 days 00:40:00,Si
386,6,Cliente_676,5,Mesero_5,Almuerzo,Efectivo,20.84,Ocupada,387,Venezuela,Plato_17,05/04/2023,03:09:00,06:10:00,93,0 days 00:54:00,0 days 03:01:00,0 days 03:16:00,0 days 02:22:00,Si
387,18,Cliente_768,2,Mesero_2,Almuerzo,Tarjeta de crédito,27.03,Libre,388,España,"Plato_17, Plato_19, Plato_9, Plato_11",05/04/2023,00:33:00,03:35:00,291,0 days 06:33:00,0 days 03:02:00,0 days 03:02:00,-1 days +20:29:00,No
388,19,Cliente_667,5,Mesero_3,Almuerzo,Tarjeta de crédito,39.14,Reservada,389,Venezuela,Plato_11,05/04/2023,00:02:00,02:15:00,33,0 days 00:24:00,0 days 02:13:00,0 days 02:13:00,0 days 01:49:00,Si
389,9,Cliente_874,2,Mesero_3,Almuerzo,Tarjeta de crédito,42.68,Reservada,390,Chile,"Plato_5, Plato_10, Plato_13",05/04/2023,02:59:00,05:19:00,143,0 days 02:51:00,0 days 02:20:00,0 days 02:20:00,-1 days +23:29:00,No
390,15,Cliente_609,1,Mesero_3,Almuerzo,Tarjeta de crédito,48.6,Reservada,391,Ecuador,Plato_5,05/04/2023,02:05:00,04:09:00,22,0 days 00:35:00,0 days 02:04:00,0 days 02:04:00,0 days 01:29:00,Si
391,14,Cliente_471,3,Mesero_2,Almuerzo,Tarjeta de crédito,32.73,Ocupada,392,Bolivia,"Plato_15, Plato_7",05/04/2023,00:33:00,04:08:00,120,0 days 01:28:00,0 days 03:35:00,0 days 03:50:00,0 days 02:22:00,Si
392,13,Cliente_196,3,Mesero_4,Almuerzo,Tarjeta de crédito,12.54,Ocupada,393,Colombia,"Plato_12, Plato_8, Plato_13, Plato_5",05/04/2023,02:33:00,05:17:00,208,0 days 03:41:00,0 days 02:44:00,0 days 02:59:00,-1 days +23:18:00,No
393,17,Cliente_740,1,Mesero_3,Almuerzo,Tarjeta de crédito,18.05,Ocupada,394,Brasil,"Plato_7, Plato_9",05/04/2023,03:26:00,07:02:00,77,0 days 00:52:00,0 days 03:36:00,0 days 03:51:00,0 days 02:59:00,Si
394,2,Cliente_563,1,Mesero_2,Almuerzo,Tarjeta de débito,40.9,Libre,395,Ecuador,Plato_12,05/04/2023,01:37:00,05:34:00,38,0 days 00:16:00,0 days 03:57:00,0 days 03:57:00,0 days 03:41:00,Si
395,11,Cliente_991,1,Mesero_2,Cena,Efectivo,34.5,Libre,396,Perú,"Plato_3, Plato_13",05/04/2023,00:32:00,03:36:00,83,0 days 01:49:00,0 days 03:04:00,0 days 03:04:00,0 days 01:15:00,Si
396,4,Cliente_289,2,Mesero_4,Desayuno,Tarjeta de débito,37.79,Libre,397,Chile,"Plato_6, Plato_17",05/04/2023,00:20:00,01:34:00,147,0 days 03:17:00,0 days 01:14:00,0 days 01:14:00,-1 days +21:57:00,No
397,9,Cliente_330,5,Mesero_1,Desayuno,Tarjeta de crédito,48.96,Libre,398,Perú,"Plato_16, Plato_11",05/04/2023,03:10:00,07:05:00,122,0 days 02:22:00,0 days 03:55:00,0 days 03:55:00,0 days 01:33:00,Si
398,7,Cliente_943,6,Mesero_5,Almuerzo,Tarjeta de crédito,27.32,Libre,399,España,"Plato_11, Plato_19",05/04/2023,02:48:00,05:40:00,207,0 days 04:33:00,0 days 02:52:00,0 days 02:52:00,-1 days +22:19:00,No
399,9,Cliente_285,4,Mesero_4,Almuerzo,Tarjeta de crédito,42.96,Reservada,400,Brasil,"Plato_20, Plato_16, Plato_17",05/04/2023,02:11:00,04:14:00,198,0 days 02:38:00,0 days 02:03:00,0 days 02:03:00,-1 days +23:25:00,No
400,16,Cliente_12,2,Mesero_2,Almuerzo,Tarjeta de crédito,15.87,Ocupada,401,Paraguay,Plato_13,05/04/2023,03:51:00,06:57:00,42,0 days 00:40:00,0 days 03:06:00,0 days 03:21:00,0 days 02:41:00,Si
401,18,Cliente_905,1,Mesero_3,Almuerzo,Tarjeta de crédito,31.02,Reservada,402,Colombia,"Plato_1, Plato_12, Plato_5",05/04/2023,02:41:00,05:08:00,151,0 days 02:41:00,0 days 02:27:00,0 days 02:27:00,-1 days +23:46:00,No
402,14,Cliente_543,5,Mesero_1,Almuerzo,Tarjeta de crédito,14.76,Libre,403,Chile,"Plato_5, Plato_4, Plato_15, Plato_7",05/04/2023,02:15:00,05:15:00,190,0 days 02:12:00,0 days 03:00:00,0 days 03:00:00,0 days 00:48:00,Si
403,17,Cliente_897,2,Mesero_5,Almuerzo,Tarjeta de crédito,32.56,Libre,404,España,"Plato_13, Plato_3, Plato_20",05/04/2023,00:38:00,04:29:00,182,0 days 03:00:00,0 days 03:51:00,0 days 03:51:00,0 days 00:51:00,Si
404,5,Cliente_239,6,Mesero_2,Cena,Tarjeta de crédito,14.56,Reservada,405,Argentina,"Plato_10, Plato_20, Plato_3",05/04/2023,02:39:00,04:59:00,106,0 days 01:51:00,0 days 02:20:00,0 days 02:20:00,0 days 00:29:00,Si
405,14,Cliente_927,5,Mesero_2,Cena,Efectivo,34.03,Ocupada,406,España,"Plato_3, Plato_8, Plato_1",05/04/2023,00:29:00,02:37:00,155,0 days 03:05:00,0 days 02:08:00,0 days 02:23:00,-1 days +23:18:00,No
406,4,Cliente_315,1,Mesero_4,Desayuno,Tarjeta de débito,22.98,Reservada,407,Ecuador,"Plato_3, Plato_8",05/04/2023,02:13:00,04:51:00,95,0 days 01:54:00,0 days 02:38:00,0 days 02:38:00,0 days 00:44:00,Si
407,17,Cliente_195,3,Mesero_2,Almuerzo,Tarjeta de crédito,10.14,Ocupada,408,Chile,"Plato_1, Plato_7, Plato_18",05/04/2023,00:56:00,04:05:00,131,0 days 02:08:00,0 days 03:09:00,0 days 03:24:00,0 days 01:16:00,Si
408,15,Cliente_166,5,Mesero_1,Almuerzo,Tarjeta de crédito,48.7,Reservada,409,Chile,"Plato_13, Plato_20, Plato_16, Plato_7",05/04/2023,01:55:00,03:01:00,203,0 days 05:09:00,0 days 01:06:00,0 days 01:06:00,-1 days +19:57:00,No
409,1,Cliente_157,3,Mesero_4,Cena,Tarjeta de crédito,43.65,Reservada,410,Perú,"Plato_3, Plato_19",05/04/2023,02:47:00,05:23:00,56,0 days 01:31:00,0 days 02:36:00,0 days 02:36:00,0 days 01:05:00,Si
410,3,Cliente_212,3,Mesero_1,Almuerzo,Tarjeta de débito,21.88,Ocupada,411,Colombia,"Plato_20, Plato_4, Plato_6",05/04/2023,02:11:00,05:04:00,219,0 days 02:48:00,0 days 02:53:00,0 days 03:08:00,0 days 00:20:00,Si
411,11,Cliente_912,4,Mesero_5,Cena,Tarjeta de crédito,12.94,Ocupada,412,Perú,Plato_17,05/04/2023,00:22:00,02:03:00,93,0 days 02:51:00,0 days 01:41:00,0 days 01:56:00,-1 days +23:05:00,No
412,13,Cliente_736,3,Mesero_4,Cena,Tarjeta de crédito,23.01,Ocupada,413,Argentina,Plato_8,05/04/2023,02:36:00,04:58:00,35,0 days 00:12:00,0 days 02:22:00,0 days 02:37:00,0 days 02:25:00,Si
413,14,Cliente_328,6,Mesero_5,Desayuno,Tarjeta de crédito,13.17,Reservada,414,España,Plato_11,05/04/2023,03:43:00,07:12:00,33,0 days 00:38:00,0 days 03:29:00,0 days 03:29:00,0 days 02:51:00,Si
414,14,Cliente_919,4,Mesero_4,Cena,Tarjeta de crédito,20.51,Ocupada,415,Brasil,"Plato_6, Plato_18, Plato_19",05/04/2023,00:39:00,04:35:00,158,0 days 02:15:00,0 days 03:56:00,0 days 04:11:00,0 days 01:56:00,Si
