Número de Orden,Número de Mesa,Nombre del Plato,Descripción del Plato,Costo Unitario,Precio Unitario,Cantidad Ordenada,Tiempo de Preparación,Observaciones,Ganancia Bruta,Ganancia Neta,Porcentaje de Ganancia
360,16,Plato_10,Descripción del Plato_10,15,26,1,51,Sin cebolla,26,11,42.00%
360,16,Plato_15,Descripción del Plato_15,19,32,3,30,Sin cebolla,96,39,41.00%
361,16,Plato_9,Descripción del Plato_9,17,29,1,58,Ninguna,29,12,41.00%
361,16,Plato_7,Descripción del Plato_7,14,24,3,54,Sin cebolla,72,30,42.00%
362,15,Plato_3,Descripción del Plato_3,12,20,1,41,Ninguna,20,8,40.00%
362,15,Plato_7,Descripción del Plato_7,14,24,1,58,Ninguna,24,10,42.00%
362,15,Plato_4,Descripción del Plato_4,10,18,1,24,Ninguna,18,8,44.00%
363,5,Plato_2,Descripción del Plato_2,18,30,1,48,Ninguna,30,12,40.00%
363,5,Plato_7,Descripción del Plato_7,14,24,3,41,Sin cebolla,72,30,42.00%
363,5,Plato_19,Descripción del Plato_19,22,36,2,42,Ninguna,72,28,39.00%
363,5,Plato_11,Descripción del Plato_11,20,33,2,18,Ninguna,66,26,39.00%
364,15,Plato_16,Descripción del Plato_16,16,28,2,52,Ninguna,56,24,43.00%
364,15,Plato_5,Descripción del Plato_5,13,22,1,20,Ninguna,22,9,41.00%
364,15,Plato_1,Descripción del Plato_1,15,25,2,14,Ninguna,50,20,40.00%
364,15,Plato_9,Descripción del Plato_9,17,29,1,26,Ninguna,29,12,41.00%
365,4,Plato_19,Descripción del Plato_19,22,36,3,25,Sin cebolla,108,42,39.00%
366,17,Plato_6,Descripción del Plato_6,16,27,2,30,Ninguna,54,22,41.00%
366,17,Plato_8,Descripción del Plato_8,21,35,3,51,Sin cebolla,105,42,40.00%
366,17,Plato_20,Descripción del Plato_20,25,40,2,9,Ninguna,80,30,38.00%
367,12,Plato_10,Descripción del Plato_10,15,26,2,34,Sin cebolla,52,22,42.00%
367,12,Plato_9,Descripción del Plato_9,17,29,1,26,Sin cebolla,29,12,41.00%
367,12,Plato_3,Descripción del Plato_3,12,20,1,13,Sin cebolla,20,8,40.00%
368,13,Plato_11,Descripción del Plato_11,20,33,3,45,Ninguna,99,39,39.00%
368,13,Plato_7,Descripción del Plato_7,14,24,1,40,Sin cebolla,24,10,42.00%
369,20,Plato_17,Descripción del Plato_17,19,31,2,7,Sin cebolla,62,24,39.00%
369,20,Plato_14,Descripción del Plato_14,14,23,2,7,Sin cebolla,46,18,39.00%
369,20,Plato_16,Descripción del Plato_16,16,28,2,8,Sin cebolla,56,24,43.00%
369,20,Plato_10,Descripción del Plato_10,15,26,3,20,Sin cebolla,78,33,42.00%
370,13,Plato_19,Descripción del Plato_19,22,36,2,33,Sin cebolla,72,28,39.00%
371,4,Plato_17,Descripción del Plato_17,19,31,2,11,Sin cebolla,62,24,39.00%
371,4,Plato_19,Descripción del Plato_19,22,36,1,13,Ninguna,36,14,39.00%
371,4,Plato_16,Descripción del Plato_16,16,28,2,11,Ninguna,56,24,43.00%
371,4,Plato_14,Descripción del Plato_14,14,23,2,14,Sin cebolla,46,18,39.00%
372,14,Plato_4,Descripción del Plato_4,10,18,2,22,Ninguna,36,16,44.00%
373,19,Plato_13,Descripción del Plato_13,13,21,1,41,Sin cebolla,21,8,38.00%
373,19,Plato_8,Descripción del Plato_8,21,35,1,49,Ninguna,35,14,40.00%
373,19,Plato_5,Descripción del Plato_5,13,22,2,17,Sin cebolla,44,18,41.00%
373,19,Plato_3,Descripción del Plato_3,12,20,3,9,Sin cebolla,60,24,40.00%
374,18,Plato_8,Descripción del Plato_8,21,35,1,9,Sin cebolla,35,14,40.00%
375,18,Plato_17,Descripción del Plato_17,19,31,3,27,Ninguna,93,36,39.00%
376,16,Plato_14,Descripción del Plato_14,14,23,2,5,Sin cebolla,46,18,39.00%
377,5,Plato_18,Descripción del Plato_18,20,34,2,13,Ninguna,68,28,41.00%
377,5,Plato_15,Descripción del Plato_15,19,32,1,33,Ninguna,32,13,41.00%
378,3,Plato_2,Descripción del Plato_2,18,30,1,14,Sin cebolla,30,12,40.00%
378,3,Plato_12,Descripción del Plato_12,11,19,1,7,Sin cebolla,19,8,42.00%
379,4,Plato_8,Descripción del Plato_8,21,35,2,6,Ninguna,70,28,40.00%
380,5,Plato_11,Descripción del Plato_11,20,33,3,58,Ninguna,99,39,39.00%
380,5,Plato_12,Descripción del Plato_12,11,19,2,35,Ninguna,38,16,42.00%
381,4,Plato_10,Descripción del Plato_10,15,26,3,35,Ninguna,78,33,42.00%
381,4,Plato_11,Descripción del Plato_11,20,33,2,12,Ninguna,66,26,39.00%
382,20,Plato_9,Descripción del Plato_9,17,29,3,54,Sin cebolla,87,36,41.00%
383,6,Plato_19,Descripción del Plato_19,22,36,3,9,Sin cebolla,108,42,39.00%
384,1,Plato_4,Descripción del Plato_4,10,18,2,26,Ninguna,36,16,44.00%
384,1,Plato_12,Descripción del Plato_12,11,19,3,35,Sin cebolla,57,24,42.00%
384,1,Plato_6,Descripción del Plato_6,16,27,1,49,Sin cebolla,27,11,41.00%
385,6,Plato_2,Descripción del Plato_2,18,30,2,22,Ninguna,60,24,40.00%
386,5,Plato_11,Descripción del Plato_11,20,33,3,40,Sin cebolla,99,39,39.00%
387,6,Plato_17,Descripción del Plato_17,19,31,3,18,Sin cebolla,93,36,39.00%
388,18,Plato_17,Descripción del Plato_17,19,31,2,52,Sin cebolla,62,24,39.00%
388,18,Plato_19,Descripción del Plato_19,22,36,2,37,Ninguna,72,28,39.00%
388,18,Plato_9,Descripción del Plato_9,17,29,2,31,Sin cebolla,58,24,41.00%
388,18,Plato_11,Descripción del Plato_11,20,33,3,51,Sin cebolla,99,39,39.00%
389,19,Plato_11,Descripción del Plato_11,20,33,1,24,Ninguna,33,13,39.00%
390,9,Plato_5,Descripción del Plato_5,13,22,2,52,Sin cebolla,44,18,41.00%
390,9,Plato_10,Descripción del Plato_10,15,26,3,13,Sin cebolla,78,33,42.00%
390,9,Plato_13,Descripción del Plato_13,13,21,1,28,Sin cebolla,21,8,38.00%
391,15,Plato_5,Descripción del Plato_5,13,22,1,35,Ninguna,22,9,41.00%
392,14,Plato_15,Descripción del Plato_15,19,32,3,17,Ninguna,96,39,41.00%
392,14,Plato_7,Descripción del Plato_7,14,24,1,37,Sin cebolla,24,10,42.00%
393,13,Plato_12,Descripción del Plato_12,11,19,2,40,Ninguna,38,16,42.00%
393,13,Plato_8,Descripción del Plato_8,21,35,3,23,Ninguna,105,42,40.00%
393,13,Plato_13,Descripción del Plato_13,13,21,1,20,Sin cebolla,21,8,38.00%
393,13,Plato_5,Descripción del Plato_5,13,22,2,26,Sin cebolla,44,18,41.00%
394,17,Plato_7,Descripción del Plato_7,14,24,2,5,Ninguna,48,20,42.00%
394,17,Plato_9,Descripción del Plato_9,17,29,1,42,Sin cebolla,29,12,41.00%
395,2,Plato_12,Descripción del Plato_12,11,19,2,8,Ninguna,38,16,42.00%
396,11,Plato_3,Descripción del Plato_3,12,20,1,31,Sin cebolla,20,8,40.00%
396,11,Plato_13,Descripción del Plato_13,13,21,3,26,Sin cebolla,63,24,38.00%
397,4,Plato_6,Descripción del Plato_6,16,27,2,10,Sin cebolla,54,22,41.00%
397,4,Plato_17,Descripción del Plato_17,19,31,3,59,Sin cebolla,93,36,39.00%
398,9,Plato_16,Descripción del Plato_16,16,28,2,50,Ninguna,56,24,43.00%
398,9,Plato_11,Descripción del Plato_11,20,33,2,21,Sin cebolla,66,26,39.00%
399,7,Plato_11,Descripción del Plato_11,20,33,3,45,Ninguna,99,39,39.00%
399,7,Plato_19,Descripción del Plato_19,22,36,3,46,Sin cebolla,108,42,39.00%
400,9,Plato_20,Descripción del Plato_20,25,40,2,28,Ninguna,80,30,38.00%
400,9,Plato_16,Descripción del Plato_16,16,28,2,13,Ninguna,56,24,43.00%
400,9,Plato_17,Descripción del Plato_17,19,31,2,38,Sin cebolla,62,24,39.00%
401,16,Plato_13,Descripción del Plato_13,13,21,2,20,Ninguna,42,16,38.00%
402,18,Plato_1,Descripción del Plato_1,15,25,2,16,Sin cebolla,50,20,40.00%
402,18,Plato_12,Descripción del Plato_12,11,19,3,29,Sin cebolla,57,24,42.00%
402,18,Plato_5,Descripción del Plato_5,13,22,2,21,Ninguna,44,18,41.00%
403,14,Plato_5,Descripción del Plato_5,13,22,3,17,Ninguna,66,27,41.00%
403,14,Plato_4,Descripción del Plato_4,10,18,2,5,Sin cebolla,36,16,44.00%
403,14,Plato_15,Descripción del Plato_15,19,32,2,8,Sin cebolla,64,26,41.00%
403,14,Plato_7,Descripción del Plato_7,14,24,1,55,Sin cebolla,24,10,42.00%
404,17,Plato_13,Descripción del Plato_13,13,21,2,20,Ninguna,42,16,38.00%
404,17,Plato_3,Descripción del Plato_3,12,20,1,53,Sin cebolla,20,8,40.00%
404,17,Plato_20,Descripción del Plato_20,25,40,3,29,Sin cebolla,120,45,38.00%
405,5,Plato_10,Descripción del Plato_10,15,26,1,41,Sin cebolla,26,11,42.00%
405,5,Plato_20,Descripción del Plato_20,25,40,1,44,Ninguna,40,15,38.00%
405,5,Plato_3,Descripción del Plato_3,12,20,2,13,Sin cebolla,40,16,40.00%
406,14,Plato_3,Descripción del Plato_3,12,20,3,6,Ninguna,60,24,40.00%
406,14,Plato_8,Descripción del Plato_8,21,35,2,56,Ninguna,70,28,40.00%
406,14,Plato_1,Descripción del Plato_1,15,25,1,55,Sin cebolla,25,10,40.00%
407,4,Plato_3,Descripción del Plato_3,12,20,3,32,Ninguna,60,24,40.00%
407,4,Plato_8,Descripción del Plato_8,21,35,1,18,Sin cebolla,35,14,40.00%
408,17,Plato_1,Descripción del Plato_1,15,25,1,58,Sin cebolla,25,10,40.00%
408,17,Plato_7,Descripción del Plato_7,14,24,3,11,Ninguna,72,30,42.00%
408,17,Plato_18,Descripción del Plato_18,20,34,1,37,Sin cebolla,34,14,41.00%
409,15,Plato_13,Descripción del Plato_13,13,21,3,44,Sin cebolla,63,24,38.00%
409,15,Plato_20,Descripción del Plato_20,25,40,1,43,Ninguna,40,15,38.00%
409,15,Plato_16,Descripción del Plato_16,16,28,1,47,Ninguna,28,12,43.00%
409,15,Plato_7,Descripción del Plato_7,14,24,3,29,Ninguna,72,30,42.00%
410,1,Plato_3,Descripción del Plato_3,12,20,1,50,Sin cebolla,20,8,40.00%
410,1,Plato_19,Descripción del Plato_19,22,36,1,41,Ninguna,36,14,39.00%
411,3,Plato_20,Descripción del Plato_20,25,40,3,36,Sin cebolla,120,45,38.00%
411,3,Plato_4,Descripción del Plato_4,10,18,1,33,Ninguna,18,8,44.00%
411,3,Plato_6,Descripción del Plato_6,16,27,3,9,Ninguna,81,33,41.00%
412,11,Plato_17,Descripción del Plato_17,19,31,3,57,Sin cebolla,93,36,39.00%
413,13,Plato_8,Descripción del Plato_8,21,35,1,12,Sin cebolla,35,14,40.00%
414,14,Plato_11,Descripción del Plato_11,20,33,1,38,Ninguna,33,13,39.00%
415,14,Plato_6,Descripción del Plato_6,16,27,2,32,Ninguna,54,22,41.00%
415,14,Plato_18,Descripción del Plato_18,20,34,2,16,Sin cebolla,68,28,41.00%
415,14,Plato_19,Descripción del Plato_19,22,36,1,39,Ninguna,36,14,39.00%
416,20,Plato_1,Descripción del Plato_1,15,25,1,9,Sin cebolla,25,10,40.00%
417,7,Plato_9,Descripción del Plato_9,17,29,1,23,Ninguna,29,12,41.00%
417,7,Plato_20,Descripción del Plato_20,25,40,1,17,Ninguna,40,15,38.00%
417,7,Plato_12,Descripción del Plato_12,11,19,1,16,Sin cebolla,19,8,42.00%
417,7,Plato_6,Descripción del Plato_6,16,27,2,34,Sin cebolla,54,22,41.00%
418,17,Plato_1,Descripción del Plato_1,15,25,1,45,Ninguna,25,10,40.00%
418,17,Plato_17,Descripción del Plato_17,19,31,3,55,Sin cebolla,93,36,39.00%
419,11,Plato_18,Descripción del Plato_18,20,34,1,7,Sin cebolla,34,14,41.00%
419,11,Plato_11,Descripción del Plato_11,20,33,1,57,Ninguna,33,13,39.00%
420,18,Plato_18,Descripción del Plato_18,20,34,2,33,Ninguna,68,28,41.00%
420,18,Plato_3,Descripción del Plato_3,12,20,3,10,Ninguna,60,24,40.00%
420,18,Plato_1,Descripción del Plato_1,15,25,2,28,Ninguna,50,20,40.00%
420,18,Plato_15,Descripción del Plato_15,19,32,2,34,Ninguna,64,26,41.00%
421,10,Plato_17,Descripción del Plato_17,19,31,1,18,Sin cebolla,31,12,39.00%
421,10,Plato_4,Descripción del Plato_4,10,18,3,53,Sin cebolla,54,24,44.00%
422,12,Plato_10,Descripción del Plato_10,15,26,2,7,Sin cebolla,52,22,42.00%
422,12,Plato_19,Descripción del Plato_19,22,36,1,27,Ninguna,36,14,39.00%
423,4,Plato_16,Descripción del Plato_16,16,28,2,24,Ninguna,56,24,43.00%
423,4,Plato_15,Descripción del Plato_15,19,32,3,7,Sin cebolla,96,39,41.00%
424,13,Plato_5,Descripción del Plato_5,13,22,3,43,Ninguna,66,27,41.00%
424,13,Plato_6,Descripción del Plato_6,16,27,3,45,Sin cebolla,81,33,41.00%
425,18,Plato_12,Descripción del Plato_12,11,19,1,28,Sin cebolla,19,8,42.00%
426,5,Plato_11,Descripción del Plato_11,20,33,1,8,Sin cebolla,33,13,39.00%
426,5,Plato_16,Descripción del Plato_16,16,28,2,38,Sin cebolla,56,24,43.00%
426,5,Plato_1,Descripción del Plato_1,15,25,2,23,Ninguna,50,20,40.00%
426,5,Plato_19,Descripción del Plato_19,22,36,3,47,Sin cebolla,108,42,39.00%
427,2,Plato_1,Descripción del Plato_1,15,25,3,34,Sin cebolla,75,30,40.00%
427,2,Plato_8,Descripción del Plato_8,21,35,2,52,Ninguna,70,28,40.00%
427,2,Plato_14,Descripción del Plato_14,14,23,1,24,Sin cebolla,23,9,39.00%
427,2,Plato_12,Descripción del Plato_12,11,19,2,56,Ninguna,38,16,42.00%
428,7,Plato_20,Descripción del Plato_20,25,40,1,38,Ninguna,40,15,38.00%
428,7,Plato_14,Descripción del Plato_14,14,23,1,46,Ninguna,23,9,39.00%
428,7,Plato_1,Descripción del Plato_1,15,25,2,48,Ninguna,50,20,40.00%
428,7,Plato_17,Descripción del Plato_17,19,31,2,47,Ninguna,62,24,39.00%
429,8,Plato_10,Descripción del Plato_10,15,26,3,27,Ninguna,78,33,42.00%
430,7,Plato_1,Descripción del Plato_1,15,25,1,49,Ninguna,25,10,40.00%
431,15,Plato_2,Descripción del Plato_2,18,30,2,20,Ninguna,60,24,40.00%
432,10,Plato_3,Descripción del Plato_3,12,20,3,16,Sin cebolla,60,24,40.00%
432,10,Plato_13,Descripción del Plato_13,13,21,1,27,Ninguna,21,8,38.00%
432,10,Plato_16,Descripción del Plato_16,16,28,1,31,Ninguna,28,12,43.00%
433,10,Plato_2,Descripción del Plato_2,18,30,1,56,Sin cebolla,30,12,40.00%
433,10,Plato_7,Descripción del Plato_7,14,24,3,18,Ninguna,72,30,42.00%
434,15,Plato_10,Descripción del Plato_10,15,26,2,26,Ninguna,52,22,42.00%
434,15,Plato_5,Descripción del Plato_5,13,22,2,32,Sin cebolla,44,18,41.00%
435,17,Plato_10,Descripción del Plato_10,15,26,2,14,Ninguna,52,22,42.00%
435,17,Plato_13,Descripción del Plato_13,13,21,2,42,Ninguna,42,16,38.00%
435,17,Plato_2,Descripción del Plato_2,18,30,2,55,Sin cebolla,60,24,40.00%
436,10,Plato_16,Descripción del Plato_16,16,28,2,45,Sin cebolla,56,24,43.00%
437,16,Plato_8,Descripción del Plato_8,21,35,2,51,Sin cebolla,70,28,40.00%
438,2,Plato_11,Descripción del Plato_11,20,33,1,51,Sin cebolla,33,13,39.00%
439,15,Plato_11,Descripción del Plato_11,20,33,3,35,Ninguna,99,39,39.00%
439,15,Plato_10,Descripción del Plato_10,15,26,3,29,Sin cebolla,78,33,42.00%
440,13,Plato_14,Descripción del Plato_14,14,23,2,36,Ninguna,46,18,39.00%
440,13,Plato_12,Descripción del Plato_12,11,19,2,9,Ninguna,38,16,42.00%
441,13,Plato_8,Descripción del Plato_8,21,35,3,54,Ninguna,105,42,40.00%
441,13,Plato_10,Descripción del Plato_10,15,26,3,36,Sin cebolla,78,33,42.00%
442,15,Plato_18,Descripción del Plato_18,20,34,3,29,Sin cebolla,102,42,41.00%
442,15,Plato_1,Descripción del Plato_1,15,25,1,57,Ninguna,25,10,40.00%
442,15,Plato_19,Descripción del Plato_19,22,36,3,45,Ninguna,108,42,39.00%
443,4,Plato_14,Descripción del Plato_14,14,23,1,30,Ninguna,23,9,39.00%
443,4,Plato_15,Descripción del Plato_15,19,32,1,52,Ninguna,32,13,41.00%
443,4,Plato_10,Descripción del Plato_10,15,26,3,55,Ninguna,78,33,42.00%
443,4,Plato_16,Descripción del Plato_16,16,28,3,18,Ninguna,84,36,43.00%
444,8,Plato_14,Descripción del Plato_14,14,23,1,32,Sin cebolla,23,9,39.00%
444,8,Plato_7,Descripción del Plato_7,14,24,3,49,Sin cebolla,72,30,42.00%
445,6,Plato_6,Descripción del Plato_6,16,27,3,26,Ninguna,81,33,41.00%
446,12,Plato_13,Descripción del Plato_13,13,21,1,8,Sin cebolla,21,8,38.00%
447,8,Plato_3,Descripción del Plato_3,12,20,2,29,Sin cebolla,40,16,40.00%
447,8,Plato_12,Descripción del Plato_12,11,19,3,50,Sin cebolla,57,24,42.00%
447,8,Plato_16,Descripción del Plato_16,16,28,3,7,Ninguna,84,36,43.00%
448,4,Plato_12,Descripción del Plato_12,11,19,2,26,Sin cebolla,38,16,42.00%
448,4,Plato_11,Descripción del Plato_11,20,33,3,40,Sin cebolla,99,39,39.00%
449,3,Plato_15,Descripción del Plato_15,19,32,2,33,Sin cebolla,64,26,41.00%
450,9,Plato_4,Descripción del Plato_4,10,18,2,13,Sin cebolla,36,16,44.00%
450,9,Plato_19,Descripción del Plato_19,22,36,1,21,Ninguna,36,14,39.00%
451,3,Plato_8,Descripción del Plato_8,21,35,1,23,Sin cebolla,35,14,40.00%
451,3,Plato_14,Descripción del Plato_14,14,23,1,41,Sin cebolla,23,9,39.00%
451,3,Plato_18,Descripción del Plato_18,20,34,1,39,Ninguna,34,14,41.00%
452,9,Plato_17,Descripción del Plato_17,19,31,3,53,Ninguna,93,36,39.00%
452,9,Plato_5,Descripción del Plato_5,13,22,2,28,Ninguna,44,18,41.00%
452,9,Plato_13,Descripción del Plato_13,13,21,1,42,Sin cebolla,21,8,38.00%
453,6,Plato_18,Descripción del Plato_18,20,34,1,42,Ninguna,34,14,41.00%
453,6,Plato_15,Descripción del Plato_15,19,32,3,58,Ninguna,96,39,41.00%
454,1,Plato_6,Descripción del Plato_6,16,27,2,49,Ninguna,54,22,41.00%
454,1,Plato_12,Descripción del Plato_12,11,19,3,18,Sin cebolla,57,24,42.00%
454,1,Plato_19,Descripción del Plato_19,22,36,2,42,Sin cebolla,72,28,39.00%
454,1,Plato_1,Descripción del Plato_1,15,25,2,44,Ninguna,50,20,40.00%
455,12,Plato_7,Descripción del Plato_7,14,24,2,11,Ninguna,48,20,42.00%
456,13,Plato_20,Descripción del Plato_20,25,40,2,47,Sin cebolla,80,30,38.00%
456,13,Plato_18,Descripción del Plato_18,20,34,2,24,Ninguna,68,28,41.00%
457,18,Plato_11,Descripción del Plato_11,20,33,3,43,Sin cebolla,99,39,39.00%
457,18,Plato_12,Descripción del Plato_12,11,19,2,15,Sin cebolla,38,16,42.00%
458,4,Plato_16,Descripción del Plato_16,16,28,2,11,Sin cebolla,56,24,43.00%
458,4,Plato_18,Descripción del Plato_18,20,34,3,28,Ninguna,102,42,41.00%
458,4,Plato_11,Descripción del Plato_11,20,33,2,6,Ninguna,66,26,39.00%
458,4,Plato_5,Descripción del Plato_5,13,22,2,44,Ninguna,44,18,41.00%
459,20,Plato_16,Descripción del Plato_16,16,28,3,30,Ninguna,84,36,43.00%
460,19,Plato_16,Descripción del Plato_16,16,28,1,40,Sin cebolla,28,12,43.00%
460,19,Plato_10,Descripción del Plato_10,15,26,1,8,Sin cebolla,26,11,42.00%
460,19,Plato_1,Descripción del Plato_1,15,25,2,43,Ninguna,50,20,40.00%
460,19,Plato_7,Descripción del Plato_7,14,24,3,33,Ninguna,72,30,42.00%
461,4,Plato_8,Descripción del Plato_8,21,35,2,38,Sin cebolla,70,28,40.00%
461,4,Plato_9,Descripción del Plato_9,17,29,1,28,Ninguna,29,12,41.00%
462,9,Plato_11,Descripción del Plato_11,20,33,3,11,Ninguna,99,39,39.00%
463,7,Plato_17,Descripción del Plato_17,19,31,3,14,Sin cebolla,93,36,39.00%
464,16,Plato_10,Descripción del Plato_10,15,26,3,50,Sin cebolla,78,33,42.00%
464,16,Plato_6,Descripción del Plato_6,16,27,2,24,Ninguna,54,22,41.00%
464,16,Plato_5,Descripción del Plato_5,13,22,1,10,Ninguna,22,9,41.00%
465,4,Plato_1,Descripción del Plato_1,15,25,3,37,Ninguna,75,30,40.00%
465,4,Plato_14,Descripción del Plato_14,14,23,2,23,Sin cebolla,46,18,39.00%
466,4,Plato_5,Descripción del Plato_5,13,22,1,50,Sin cebolla,22,9,41.00%
466,4,Plato_2,Descripción del Plato_2,18,30,3,52,Ninguna,90,36,40.00%
466,4,Plato_16,Descripción del Plato_16,16,28,1,43,Ninguna,28,12,43.00%
467,15,Plato_11,Descripción del Plato_11,20,33,3,13,Ninguna,99,39,39.00%
467,15,Plato_5,Descripción del Plato_5,13,22,2,59,Ninguna,44,18,41.00%
468,14,Plato_12,Descripción del Plato_12,11,19,2,38,Sin cebolla,38,16,42.00%
468,14,Plato_3,Descripción del Plato_3,12,20,2,16,Sin cebolla,40,16,40.00%
468,14,Plato_16,Descripción del Plato_16,16,28,1,9,Sin cebolla,28,12,43.00%
469,1,Plato_8,Descripción del Plato_8,21,35,3,22,Sin cebolla,105,42,40.00%
469,1,Plato_15,Descripción del Plato_15,19,32,1,44,Ninguna,32,13,41.00%
470,17,Plato_7,Descripción del Plato_7,14,24,1,44,Ninguna,24,10,42.00%
470,17,Plato_4,Descripción del Plato_4,10,18,3,28,Ninguna,54,24,44.00%
471,7,Plato_8,Descripción del Plato_8,21,35,3,57,Ninguna,105,42,40.00%
472,20,Plato_8,Descripción del Plato_8,21,35,2,42,Ninguna,70,28,40.00%
472,20,Plato_5,Descripción del Plato_5,13,22,2,31,Sin cebolla,44,18,41.00%
473,13,Plato_5,Descripción del Plato_5,13,22,2,51,Sin cebolla,44,18,41.00%
473,13,Plato_8,Descripción del Plato_8,21,35,1,10,Ninguna,35,14,40.00%
474,2,Plato_18,Descripción del Plato_18,20,34,1,55,Sin cebolla,34,14,41.00%
474,2,Plato_9,Descripción del Plato_9,17,29,1,37,Ninguna,29,12,41.00%
474,2,Plato_17,Descripción del Plato_17,19,31,1,34,Sin cebolla,31,12,39.00%
474,2,Plato_16,Descripción del Plato_16,16,28,3,35,Ninguna,84,36,43.00%
475,18,Plato_7,Descripción del Plato_7,14,24,3,21,Sin cebolla,72,30,42.00%
475,18,Plato_18,Descripción del Plato_18,20,34,3,14,Sin cebolla,102,42,41.00%
476,13,Plato_7,Descripción del Plato_7,14,24,2,55,Sin cebolla,48,20,42.00%
476,13,Plato_18,Descripción del Plato_18,20,34,1,34,Ninguna,34,14,41.00%
476,13,Plato_15,Descripción del Plato_15,19,32,3,5,Sin cebolla,96,39,41.00%
476,13,Plato_20,Descripción del Plato_20,25,40,1,21,Ninguna,40,15,38.00%
477,8,Plato_18,Descripción del Plato_18,20,34,2,34,Sin cebolla,68,28,41.00%
477,8,Plato_14,Descripción del Plato_14,14,23,2,13,Sin cebolla,46,18,39.00%
477,8,Plato_7,Descripción del Plato_7,14,24,2,47,Sin cebolla,48,20,42.00%
477,8,Plato_13,Descripción del Plato_13,13,21,2,21,Ninguna,42,16,38.00%
478,7,Plato_2,Descripción del Plato_2,18,30,2,54,Sin cebolla,60,24,40.00%
478,7,Plato_9,Descripción del Plato_9,17,29,2,36,Sin cebolla,58,24,41.00%
479,1,Plato_4,Descripción del Plato_4,10,18,1,45,Ninguna,18,8,44.00%
479,1,Plato_18,Descripción del Plato_18,20,34,1,38,Sin cebolla,34,14,41.00%
480,1,Plato_8,Descripción del Plato_8,21,35,3,57,Sin cebolla,105,42,40.00%
480,1,Plato_6,Descripción del Plato_6,16,27,2,8,Ninguna,54,22,41.00%
481,9,Plato_10,Descripción del Plato_10,15,26,2,58,Sin cebolla,52,22,42.00%
482,9,Plato_13,Descripción del Plato_13,13,21,3,21,Sin cebolla,63,24,38.00%
483,2,Plato_6,Descripción del Plato_6,16,27,3,53,Ninguna,81,33,41.00%
484,18,Plato_1,Descripción del Plato_1,15,25,3,34,Sin cebolla,75,30,40.00%
485,6,Plato_7,Descripción del Plato_7,14,24,3,23,Ninguna,72,30,42.00%
485,6,Plato_19,Descripción del Plato_19,22,36,2,56,Ninguna,72,28,39.00%
486,15,Plato_19,Descripción del Plato_19,22,36,2,7,Ninguna,72,28,39.00%
486,15,Plato_3,Descripción del Plato_3,12,20,1,19,Ninguna,20,8,40.00%
486,15,Plato_18,Descripción del Plato_18,20,34,1,9,Ninguna,34,14,41.00%
486,15,Plato_7,Descripción del Plato_7,14,24,1,24,Ninguna,24,10,42.00%
487,17,Plato_18,Descripción del Plato_18,20,34,2,58,Sin cebolla,68,28,41.00%
487,17,Plato_17,Descripción del Plato_17,19,31,2,29,Sin cebolla,62,24,39.00%
487,17,Plato_5,Descripción del Plato_5,13,22,1,5,Sin cebolla,22,9,41.00%
488,10,Plato_4,Descripción del Plato_4,10,18,3,54,Ninguna,54,24,44.00%
488,10,Plato_14,Descripción del Plato_14,14,23,3,52,Ninguna,69,27,39.00%
488,10,Plato_17,Descripción del Plato_17,19,31,2,18,Sin cebolla,62,24,39.00%
489,3,Plato_20,Descripción del Plato_20,25,40,2,28,Sin cebolla,80,30,38.00%
489,3,Plato_14,Descripción del Plato_14,14,23,3,6,Sin cebolla,69,27,39.00%
490,1,Plato_10,Descripción del Plato_10,15,26,3,34,Ninguna,78,33,42.00%
490,1,Plato_15,Descripción del Plato_15,19,32,1,55,Ninguna,32,13,41.00%
490,1,Plato_18,Descripción del Plato_18,20,34,3,42,Ninguna,102,42,41.00%
491,7,Plato_9,Descripción del Plato_9,17,29,2,30,Ninguna,58,24,41.00%
491,7,Plato_2,Descripción del Plato_2,18,30,2,11,Ninguna,60,24,40.00%
492,4,Plato_11,Descripción del Plato_11,20,33,3,15,Ninguna,99,39,39.00%
492,4,Plato_13,Descripción del Plato_13,13,21,3,8,Ninguna,63,24,38.00%
492,4,Plato_7,Descripción del Plato_7,14,24,2,26,Ninguna,48,20,42.00%
493,2,Plato_4,Descripción del Plato_4,10,18,3,8,Sin cebolla,54,24,44.00%
494,20,Plato_15,Descripción del Plato_15,19,32,2,9,Ninguna,64,26,41.00%
494,20,Plato_19,Descripción del Plato_19,22,36,3,22,Ninguna,108,42,39.00%
495,11,Plato_20,Descripción del Plato_20,25,40,3,13,Sin cebolla,120,45,38.00%
495,11,Plato_6,Descripción del Plato_6,16,27,2,9,Sin cebolla,54,22,41.00%
495,11,Plato_16,Descripción del Plato_16,16,28,2,44,Ninguna,56,24,43.00%
495,11,Plato_11,Descripción del Plato_11,20,33,1,36,Sin cebolla,33,13,39.00%
496,1,Plato_11,Descripción del Plato_11,20,33,1,28,Ninguna,33,13,39.00%
496,1,Plato_18,Descripción del Plato_18,20,34,3,23,Ninguna,102,42,41.00%
496,1,Plato_12,Descripción del Plato_12,11,19,3,41,Sin cebolla,57,24,42.00%
496,1,Plato_17,Descripción del Plato_17,19,31,1,41,Sin cebolla,31,12,39.00%
